,loss,accuracy,val_loss,val_accuracy
40,0.14201503992080688,0.9485981464385986,0.5505989193916321,0.8719626069068909
41,0.1338592916727066,0.9577102661132812,0.5880661010742188,0.8682243227958679
42,0.13583767414093018,0.9514018893241882,0.5625906586647034,0.8700934648513794
43,0.1292129009962082,0.959345817565918,0.5704968571662903,0.872897207736969
44,0.11974532902240753,0.961448609828949,0.5836794972419739,0.8710280656814575
45,0.11356675624847412,0.965654194355011,0.5958956480026245,0.8626168370246887
46,0.1121424213051796,0.9626168012619019,0.6013765931129456,0.8700934648513794
47,0.10391635447740555,0.9658878445625305,0.5993409752845764,0.8747663497924805
48,0.11169272661209106,0.9630841016769409,0.5828632712364197,0.8747663497924805
49,0.10490310192108154,0.9642523527145386,0.6061767339706421,0.8700934648513794
50,0.10064444690942764,0.9654205441474915,0.6100481748580933,0.8672897219657898
51,0.10418503731489182,0.9647196531295776,0.5987767577171326,0.8757009506225586
52,0.10021422058343887,0.967756986618042,0.6080200672149658,0.8719626069068909
53,0.09195054322481155,0.9700934290885925,0.6020781397819519,0.8700934648513794
54,0.0949733778834343,0.9703270792961121,0.6100735664367676,0.872897207736969
55,0.08282846957445145,0.9747663736343384,0.6278039813041687,0.8663551211357117
56,0.08841782063245773,0.9663551449775696,0.6057087182998657,0.872897207736969
57,0.08111800998449326,0.9754672646522522,0.6266263127326965,0.8719626069068909
58,0.08256497979164124,0.9733644723892212,0.6043177247047424,0.8766354918479919
59,0.07765735685825348,0.9740654230117798,0.6331050992012024,0.8757009506225586
60,0.08123598247766495,0.9731308221817017,0.6325170397758484,0.8719626069068909
61,0.07397986948490143,0.9754672646522522,0.6557360887527466,0.8691588640213013
62,0.0808054581284523,0.9717289805412292,0.6599694490432739,0.8719626069068909
63,0.07877384126186371,0.9745327234268188,0.6251055598258972,0.8719626069068909
64,0.0721646100282669,0.9787383079528809,0.6472058892250061,0.8710280656814575
65,0.06981965899467468,0.9759345650672913,0.6452867984771729,0.8794392347335815
66,0.06751936674118042,0.9782710075378418,0.6584333777427673,0.8775700926780701
67,0.06501629948616028,0.9782710075378418,0.6727824807167053,0.8785046935081482
68,0.0710502490401268,0.977570116519928,0.6701815724372864,0.8654205799102783
69,0.0726776197552681,0.9764018654823303,0.6475886702537537,0.8710280656814575
70,0.06966450810432434,0.9766355156898499,0.6868399381637573,0.8719626069068909
71,0.059877023100852966,0.9815420508384705,0.6657494902610779,0.8747663497924805
72,0.06450138241052628,0.9789719581604004,0.6792231202125549,0.8757009506225586
73,0.06371655315160751,0.9782710075378418,0.6668424606323242,0.8747663497924805
74,0.06206650659441948,0.9780373573303223,0.6807840466499329,0.872897207736969
75,0.06967008113861084,0.977570116519928,0.6819562911987305,0.8682243227958679
76,0.06145321950316429,0.9806074500083923,0.6916942000389099,0.8738317489624023
77,0.06302153319120407,0.9789719581604004,0.6922105550765991,0.8700934648513794
78,0.05928587168455124,0.9810747504234314,0.681739866733551,0.8710280656814575
79,0.0537654347717762,0.9836448431015015,0.7313225269317627,0.8738317489624023
80,0.04964013397693634,0.9852803945541382,0.7255989909172058,0.8710280656814575
81,0.052589766681194305,0.9841121435165405,0.7046240568161011,0.8719626069068909
82,0.05101436749100685,0.9850467443466187,0.709002673625946,0.8682243227958679
83,0.053583577275276184,0.9806074500083923,0.7181039452552795,0.8691588640213013
84,0.052658118307590485,0.98177570104599,0.7372307777404785,0.8663551211357117
85,0.04942983016371727,0.9843457937240601,0.7599581480026245,0.8691588640213013
86,0.04977645352482796,0.9815420508384705,0.7378668189048767,0.8700934648513794
87,0.041421592235565186,0.9864485859870911,0.7577823400497437,0.8700934648513794
88,0.04523084685206413,0.9855140447616577,0.728127658367157,0.8691588640213013
89,0.04725053906440735,0.9845794439315796,0.7270490527153015,0.8738317489624023
90,0.042082708328962326,0.9890186786651611,0.7775389552116394,0.8719626069068909
91,0.04034828767180443,0.9852803945541382,0.7609121203422546,0.8766354918479919
92,0.03833286091685295,0.9880841374397278,0.7940851449966431,0.8719626069068909
93,0.03575325384736061,0.9880841374397278,0.7543039917945862,0.8785046935081482
94,0.037213683128356934,0.9904205799102783,0.7678796648979187,0.8672897219657898
95,0.036869943141937256,0.9887850284576416,0.7613680958747864,0.8775700926780701
96,0.03844299167394638,0.9864485859870911,0.7689160704612732,0.8775700926780701
97,0.03996025770902634,0.9878504872322083,0.7790932059288025,0.8700934648513794
98,0.03627047687768936,0.9897196292877197,0.8026682138442993,0.8738317489624023
99,0.04515674710273743,0.983878493309021,0.7900648713111877,0.8719626069068909
100,0.041166309267282486,0.9866822361946106,0.7531816959381104,0.8757009506225586
101,0.03635471314191818,0.9899532794952393,0.7717868685722351,0.8738317489624023
102,0.033416442573070526,0.9927570223808289,0.8195350170135498,0.8700934648513794
103,0.03919633477926254,0.9848130941390991,0.8182439208030701,0.8710280656814575
104,0.040579017251729965,0.9862149357795715,0.7922307848930359,0.8672897219657898
105,0.03863576799631119,0.9880841374397278,0.8091618418693542,0.8775700926780701
106,0.03245380520820618,0.9901869297027588,0.7900426387786865,0.8682243227958679
107,0.036305803805589676,0.9887850284576416,0.7958941459655762,0.8710280656814575
108,0.039375919848680496,0.9876168370246887,0.7949349880218506,0.8719626069068909
109,0.036393165588378906,0.9885513782501221,0.7955456972122192,0.8672897219657898
110,0.037406109273433685,0.9890186786651611,0.8101360201835632,0.8700934648513794
111,0.03521342948079109,0.9890186786651611,0.7956795692443848,0.872897207736969
112,0.042567577213048935,0.9869158864021301,0.7865109443664551,0.8719626069068909
113,0.03700856491923332,0.9892523288726807,0.8386697769165039,0.8747663497924805
114,0.03308574855327606,0.9904205799102783,0.838441789150238,0.8663551211357117
115,0.030339011922478676,0.9890186786651611,0.8487256169319153,0.8654205799102783
116,0.031152408570051193,0.9901869297027588,0.8069504499435425,0.8700934648513794
117,0.03186945244669914,0.9894859790802002,0.8597346544265747,0.8691588640213013
118,0.03292495012283325,0.9878504872322083,0.8360176086425781,0.872897207736969
119,0.03120400197803974,0.9904205799102783,0.8190858364105225,0.872897207736969
120,0.027553366497159004,0.9913551211357117,0.8557112812995911,0.8766354918479919
121,0.030929744243621826,0.9892523288726807,0.8507803678512573,0.872897207736969
122,0.031308915466070175,0.9883177280426025,0.8101889491081238,0.8654205799102783
123,0.029294811189174652,0.9904205799102783,0.8553380966186523,0.8654205799102783
124,0.035642094910144806,0.9890186786651611,0.8017021417617798,0.8710280656814575
125,0.030134931206703186,0.9915887713432312,0.8523526191711426,0.8644859790802002
126,0.024088576436042786,0.9913551211357117,0.8823254704475403,0.8738317489624023
127,0.023548929020762444,0.9925233721733093,0.8856212496757507,0.8747663497924805
128,0.029283197596669197,0.9901869297027588,0.8275485038757324,0.8766354918479919
129,0.029495738446712494,0.9904205799102783,0.8531648516654968,0.8775700926780701
130,0.025648251175880432,0.9925233721733093,0.9411827325820923,0.8644859790802002
131,0.03171013668179512,0.9892523288726807,0.9140432476997375,0.8682243227958679
132,0.030082199722528458,0.9901869297027588,0.844362199306488,0.872897207736969
133,0.026401810348033905,0.9913551211357117,0.9261381030082703,0.8691588640213013
134,0.02936687506735325,0.9908878207206726,0.8791028261184692,0.8710280656814575
135,0.024456610903143883,0.9925233721733093,0.9075043201446533,0.8691588640213013
136,0.027376698330044746,0.9918224215507507,0.8885171413421631,0.8700934648513794
137,0.02884424477815628,0.9913551211357117,0.9204096794128418,0.8700934648513794
138,0.022773299366235733,0.9925233721733093,0.9287210702896118,0.8682243227958679
139,0.024155953899025917,0.9915887713432312,0.8832125663757324,0.8757009506225586
140,0.023357752710580826,0.9934579730033875,0.9089739918708801,0.8700934648513794
141,0.021318618208169937,0.9927570223808289,0.9103039503097534,0.8710280656814575
142,0.02548346109688282,0.9915887713432312,0.9193881154060364,0.8710280656814575
143,0.025357382372021675,0.9915887713432312,0.8931728005409241,0.8700934648513794
144,0.02107938937842846,0.9932243227958679,0.928840696811676,0.8644859790802002
145,0.021231671795248985,0.9929906725883484,0.9439150094985962,0.8757009506225586
146,0.018972916528582573,0.9939252138137817,0.9327680468559265,0.8719626069068909
147,0.027093445882201195,0.9892523288726807,0.9537389874458313,0.8682243227958679
148,0.018730338662862778,0.9946261644363403,0.9208410382270813,0.8682243227958679
149,0.023516396060585976,0.9918224215507507,0.9442397356033325,0.8738317489624023
150,0.021839527413249016,0.9925233721733093,0.9287014603614807,0.8757009506225586
151,0.018352769315242767,0.9943925142288208,0.9686244130134583,0.8738317489624023
152,0.017780883237719536,0.9943925142288208,0.9373536705970764,0.8710280656814575
153,0.019689086824655533,0.9934579730033875,0.9400166273117065,0.8644859790802002
154,0.02335086464881897,0.9920560717582703,0.9181134700775146,0.8719626069068909
155,0.020756583660840988,0.9953271150588989,0.9224757552146912,0.8663551211357117
156,0.025247855111956596,0.9918224215507507,0.9754117131233215,0.8719626069068909
157,0.024342656135559082,0.9911214709281921,0.939490795135498,0.8710280656814575
158,0.02146938629448414,0.9927570223808289,1.0067309141159058,0.8654205799102783
159,0.024833105504512787,0.9918224215507507,0.9483983516693115,0.8635513782501221
160,0.02020125649869442,0.9941588640213013,0.9683541059494019,0.8672897219657898
161,0.020931769162416458,0.9953271150588989,0.9638441205024719,0.8719626069068909
162,0.02381199784576893,0.9913551211357117,0.9748100638389587,0.8738317489624023
163,0.02691606804728508,0.9911214709281921,0.9767418503761292,0.8757009506225586
164,0.027933163568377495,0.9899532794952393,0.9916620254516602,0.8710280656814575
165,0.022599706426262856,0.9939252138137817,0.9351133108139038,0.8672897219657898
166,0.024021845310926437,0.9915887713432312,0.967876136302948,0.8626168370246887
167,0.022892886772751808,0.9911214709281921,1.0060561895370483,0.8747663497924805
168,0.02606542408466339,0.9911214709281921,0.9729593992233276,0.8644859790802002
169,0.026398729532957077,0.9913551211357117,0.9452990293502808,0.8691588640213013
170,0.02748050168156624,0.9899532794952393,0.9233750700950623,0.8691588640213013
171,0.020602663978934288,0.9932243227958679,0.9367653131484985,0.8700934648513794
172,0.0210267324000597,0.9915887713432312,1.0308576822280884,0.8682243227958679
173,0.024488108232617378,0.9911214709281921,0.968720018863678,0.8654205799102783
174,0.01770120859146118,0.9939252138137817,0.9543309807777405,0.8719626069068909
175,0.017222709953784943,0.9946261644363403,0.9480076432228088,0.8775700926780701
176,0.020096387714147568,0.9932243227958679,0.9942142367362976,0.8747663497924805
177,0.01876484602689743,0.9941588640213013,0.9759557843208313,0.8775700926780701
178,0.019471516832709312,0.9934579730033875,0.9498620629310608,0.8682243227958679
179,0.02063598856329918,0.9936915636062622,1.0041190385818481,0.8626168370246887
180,0.02394876629114151,0.9934579730033875,0.9830670356750488,0.8700934648513794
181,0.022194743156433105,0.9927570223808289,0.989812970161438,0.8691588640213013
182,0.01916397362947464,0.9948598146438599,0.9694549441337585,0.8710280656814575
183,0.020110400393605232,0.9936915636062622,0.9854727387428284,0.872897207736969
184,0.018387971445918083,0.9932243227958679,0.9882444143295288,0.8710280656814575
185,0.017432888969779015,0.9948598146438599,0.9829778075218201,0.8738317489624023
186,0.02257896028459072,0.9922897219657898,0.9424628019332886,0.8719626069068909
187,0.017135299742221832,0.9950934648513794,0.9723178744316101,0.8738317489624023
188,0.019263753667473793,0.9927570223808289,1.00436532497406,0.8710280656814575
189,0.017595842480659485,0.9932243227958679,0.9912431240081787,0.8663551211357117
190,0.016808070242404938,0.9943925142288208,1.0109504461288452,0.8710280656814575
191,0.020718159154057503,0.9934579730033875,0.9763031005859375,0.8794392347335815
192,0.023446613922715187,0.9918224215507507,1.0032297372817993,0.8719626069068909
193,0.01637231558561325,0.9950934648513794,1.001459002494812,0.8719626069068909
194,0.01688941940665245,0.9953271150588989,1.0121114253997803,0.8691588640213013
195,0.016546906903386116,0.9950934648513794,0.9713597893714905,0.8719626069068909
196,0.02045368030667305,0.9929906725883484,1.0062661170959473,0.8757009506225586
197,0.018442383036017418,0.9936915636062622,0.9829645752906799,0.8757009506225586
198,0.01633983850479126,0.9953271150588989,1.0024112462997437,0.8738317489624023
199,0.012780974619090557,0.9969626069068909,1.0099467039108276,0.8738317489624023
